ventureid,typeofventure,retranscriber,perspectiveofsource,nationality,source,dateofprimarysource_str,nameoftheship,nameofthecaptain,nameofinvestor,nameofoutfitter,numberofvoyages,internalcrossref,voyageidintstd,placeofoutfitting,placeofpurchase,placeofdisembarkation,datedepartureportofoutfitt_str,datetradebeganinafrica_str,dateofdeparturefromafrica_str,datevesselarrivedwithenslave_str,datereturnportofoutfitting_str,numberofenslavedpurchased,numberofenslavedsold,shareoftheship,completedataonoutlays,completedataonreturns,profitsreportedinsource,FATEcol,variousremarks,length_in_days,departurefromportofoutfitt,dateofdeparturefromportofoutfitt,primarysource,dateofprimarysource,tradebeganinafrica,datetradebeganinafrica,departurefromafrica,dateofdeparturefromafrica,vesselarrivedwithenslave,datevesselarrivedwithenslave,returntoportofoutfitting,dateofreturntoportofoutfitting,yearofdeparturefromportofoutfit,yearofprimarysource,yeartradebeganinafrica,yearofdeparturefromafrica,yearvesselarrivedwithslaves,yearofreturntoportofoutfitting,yearmin,YEARAF_own,VOYAGEID
GD146,Voyage,Guillaume Daudin,Unknown,French,Deveau (2009) p. 295,1774,Betsy,,,,1,,,,,,,,,,,,,,yes,no,,,,,,,,01jul1774,,,,,,,,,,1774,,,,,,1774,
GD147,Voyage,Guillaume Daudin,Unknown,French,Deveau (2009) p. 295,1776,Betsy,,,,1,,,,,,,,,,,,,,yes,no,,,1778 pour le 2e voyage semble une erreur,,,,,01jul1776,,,,,,,,,,1776,,,,,,1776,
GD148,Voyage,Guillaume Daudin,Unknown,French,Deveau (2009) p. 296,1735,Saint-Louis,,,,1,GD109/GD148,32079,La Rochelle,,,,,,,,,,,no,no,,,Estimation de mise-hors,,,,,01jul1735,,,,,,,,,,1735,,,,,,1735,32079
GD149,Voyage,Guillaume Daudin,Unknown,French,Deveau (2009) p. 296,1739,Crysolithe,,,,1,,,,,,,,,,,,,,no,no,,,,,,,,01jul1739,,,,,,,,,,1739,,,,,,1739,
GD150,Voyage,Guillaume Daudin,Unknown,French,Deveau (2009) p. 296,1739,Béril,,,,1,,32111,,,,,,,,,,,,no,no,,,,,,,,01jul1739,,,,,,,,,,1739,,,,,,1739,32111
GD151,Voyage,Guillaume Daudin,Unknown,French,Deveau (2009) p. 296,1741,Béril,,,,1,,32156,,,,,,,,,,,,no,no,,,,,,,,01jul1741,,,,,,,,,,1741,,,,,,1741,32156
GD152,Voyage,Guillaume Daudin,Unknown,French,Deveau (2009) p. 296,1748,Henoc,,,,1,GD112/GD152,32190,,,,,,,,,,,,no,no,,,,,,,,01jul1748,,,,,,,,,,1748,,,,,,1748,32190
GD153,Voyage,Guillaume Daudin,Unknown,French,Deveau (2009) p. 296,1773,Duc-de-Laval,,,,1,,32305,,,,,,,,,,,,no,no,,,Identification based on tonnage,,,,,01jul1773,,,,,,,,,,1773,,,,,,1773,32305
GD154,Voyage,Guillaume Daudin,Unknown,French,Deveau (2009) p. 296,1774,Dahomet,,,,1,,32292,,,,,,,,,,,,no,no,,,,,,,,01jul1774,,,,,,,,,,1774,,,,,,1774,32292
GD155,Ship,Guillaume Daudin,Investor,French,"Meyer (1969), p. 406-407, 432",1786,"Le Bailli de Suffren, La Fine, Le Passe-Partout",Barbier/Barbier/Barbier,Bertrand de Cœuvre,Desclos Le Perley freres/Desclos Le Perley freres/Desclos Le Perley freres,3,GD30/GD075/GD076/GD077/GD155,31188 / 31189 / 31184,,Côte d’Angola/Côte d’Angola/Côte d’Angola,,,,,,,,,.0833333333333333,yes,with estimates,,,"Only the first voyage is a slave one (three ships, though, so 3 voyages) Contradictory informations about the captain’s names. Due to the multiplicity of vessels and ships, complicated to deal with some data, as the value of the ship ; various share of the ship for several ventures. We have both a compte de désarmement and the « répartitions ». To prevent double counting, I classify the compte de désarmement as « Transactions during the voyage ».",,,,,01jul1786,,,,,,,,,,1786,,,,,,1786,31188 / 31189 / 31184
GD156,Ship,Guillaume Daudin,Investor,French,Marzagalli (2017) et AM Bordeaux 1_S_3  – p. 16 & 23,1787,Joujou,"Cousse, Jacques",,"Castaing, Pierre",1,,31676,Bordeaux,Angola,Cap-Français,1785-09-17,,,,1787-02-22,,,1,yes,no,,,"Does not mention outstanding returns : I assume the returns are incomplete. No commission, but the outfitter owns 37/48e and the captain 7/48e",523,9,17sep1785,,01jul1787,,,,,,,2,22feb1787,1785,1787,,,,1787,1785,1786,31676
GD157,Ship,Guillaume Daudin,Investor,French,Marzagalli (2017) et AM Bordeaux 1_S_3  – p. 29 & 40,1789,Manette,"Cousse, Jacques",,"Castaing, Pierre",1,,31720,Bordeaux,Angola,Cap-Français,1787-12-27,,,,1789-04-04,,,1,yes,with estimates,,,,464,12,27dec1787,,01jul1789,,,,,,,4,04apr1789,1787,1789,,,,1789,1787,1788,31720
GD158,Ship,Guillaume Daudin,Investor,French,Marzagalli (2017) et AM Bordeaux 1_S_3  – p. 35 & 43,1790,Joujou,"Salomon, Jacques",,"Castaing, Pierre",1,,31735,Bordeaux,Angola,Cap-Français,1788-09-08,,,,1790-01,,,1,yes,with estimates,,,,480,9,08sep1788,,01jul1790,,,,,,,1,01jan1790,1788,1790,,,,1790,1788,1789,31735
GD159,Ship,Guillaume Daudin,Investor,French,Marzagalli (2017) et AM Bordeaux 1_S_3  – p. 47 & 57,1791,Manette,"Cousse, Jacques",,"Castaing, Pierre",1,,31781,Bordeaux,Angola,Cap-Français,1790-02-17,,,,1791-05-18,,,1,yes,with estimates,,,,455,2,17feb1790,,01jul1791,,,,,,,5,18may1791,1790,1791,,,,1791,1790,1791,31781
GD160,Ship,Guillaume Daudin,Investor,French,Marzagalli (2017) et AM Bordeaux 1_S_3  – p. 47 & 57,1793,Joujou,"Desse, Pierre/Desse, Pierre/Desse, Pierre",,"Castaing, Pierre/Castaing, Pierre/Castaing, Pierre",3,,31801/33594/33829,Bordeaux,Sénégal/Sénégal/Sénégal,Havana,1791-03-18,,,,1793-01-26,,,1,yes,no,,1,Does not mention outstanding returns : I assume the returns are incomplete + TSDT mentions 3 voyages. I think there were only 2,680,3,18mar1791,,01jul1793,,,,,,,1,26jan1793,1791,1793,,,,1793,1791,1792,31801/33594/33829
GK001,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Aurora,Johannes Bakker,,Middelburgse Commercie Compagnie,1,,10444,Middelburg,,,1771-12-05,,,,1773-04-21,318,312,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",503,12,05dec1771,,,,,,,,,4,21apr1773,1771,,,,,1773,1771,1772,10444
GK002,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Aurora,Johannes Bakker,,Middelburgse Commercie Compagnie,1,,10445,Middelburg,,,1774-01-11,,,,1775-09-11,319,309,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",608,1,11jan1774,,,,,,,,,9,11sep1775,1774,,,,,1775,1774,1775,10445
GK003,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Aurora,Olphert Machielsen,,Middelburgse Commercie Compagnie,1,,10446,Middelburg,,,1776-06-01,,,,1777-06-02,260,249,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",366,6,01jun1776,,,,,,,,,6,02jun1777,1776,,,,,1777,1776,1777,10446
GK004,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Aurora,Johannes Gargon,,Middelburgse Commercie Compagnie,1,,10447,Middelburg,,,1779-01-03,,,,1780-05-29,325,283,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",512,1,03jan1779,,,,,,,,,5,29may1780,1779,,,,,1780,1779,1780,10447
GK005,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Brandenburg,Alexander Gerritsen,,Middelburgse Commercie Compagnie,1,,10463,Middelburg,,,1791-06-16,,,,,226,202,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,6,16jun1791,,,,,,,,,,,1791,,,,,,1791,1792,10463
GK006,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Drie Gezusters,Maarten Stam,,Middelburgse Commercie Compagnie,1,,10527,Middelburg,,,1755-08-13,,,,1756-10-22,234,211,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",436,8,13aug1755,,,,,,,,,10,22oct1756,1755,,,,,1756,1755,1756,10527
GK007,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Drie Gezusters,Hendrik Santleven,,Middelburgse Commercie Compagnie,1,,10528,Middelburg,,,1757-06-24,,,,1759-11-02,405,391,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",861,6,24jun1757,,,,,,,,,11,02nov1759,1757,,,,,1759,1757,1758,10528
GK008,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Eenigheid,Jan Menkenveld,,Middelburgse Commercie Compagnie,1,,10542,Middelburg,,,1761-10-01,,,,,326,293,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,10,01oct1761,,,,,,,,,,,1761,,,,,,1761,1762,10542
GK009,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Eenigheid,Daniel Pruijmelaar,,Middelburgse Commercie Compagnie,1,,10543,Middelburg,,,1763-08-15,,,,1765-08-08,256,189,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",724,8,15aug1763,,,,,,,,,8,08aug1765,1763,,,,,1765,1763,1764,10543
GK010,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Eenigheid,Willem de Molder,,Middelburgse Commercie Compagnie,1,,10544,Middelburg,,,,,,,,314,252,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,,10544
GK011,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Geertruida & Christina,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,1,,10587,Middelburg,,,1767-11-23,,,,1769-05-28,261,225,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",552,11,23nov1767,,,,,,,,,5,28may1769,1767,,,,,1769,1767,1768,10587
GK012,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Geertruida & Christina,Johannes Bakker,,Middelburgse Commercie Compagnie,1,,10588,Middelburg,,,1769-12-28,,,,1771-04-26,321,283,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",484,12,28dec1769,,,,,,,,,4,26apr1771,1769,,,,,1771,1769,1770,10588
GK013,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Geertruida & Christina,Willem Dreijber,,Middelburgse Commercie Compagnie,1,,10589,Middelburg,,,1771-08-23,,,,1773-05-19,289,229,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",635,8,23aug1771,,,,,,,,,5,19may1773,1771,,,,,1773,1771,1772,10589
GK014,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Geertruida & Christina,Johannes Noordhoek,,Middelburgse Commercie Compagnie,1,,10590,Middelburg,,,1774-05-09,,,,1776-02-23,345,272,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",655,5,09may1774,,,,,,,,,2,23feb1776,1774,,,,,1776,1774,1775,10590
GK015,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Geertruida & Christina,Johannes Bakker,,Middelburgse Commercie Compagnie,1,,10591,Middelburg,,,1776-11-26,,,,1778-06-06,304,293,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",557,11,26nov1776,,,,,,,,,6,06jun1778,1776,,,,,1778,1776,1777,10591
GK016,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Geertruida & Christina,Cornelis van Kakom,,Middelburgse Commercie Compagnie,1,,10592,Middelburg,,,1782-08-21,,,,,276,145,1,yes,yes,,,"Voyages ended in Suriname due to bad condition of ship. Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,8,21aug1782,,,,,,,,,,,1782,,,,,,1782,1783,10592
GK017,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Grenadier,Jan van der Loo,,Middelburgse Commercie Compagnie,1,,10617,Middelburg,,,1741-06-09,,,,,236,207,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,6,09jun1741,,,,,,,,,,,1741,,,,,,1741,1742,10617
GK018,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Grenadier,Jan van der Loo,,Middelburgse Commercie Compagnie,1,,10618,Middelburg,,,1743-03-01,,,,1744-05-30,304,288,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",456,3,01mar1743,,,,,,,,,5,30may1744,1743,,,,,1744,1743,1744,10618
GK019,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Grenadier,Roelof Jansen,,Middelburgse Commercie Compagnie,1,,10619,Middelburg,,,1745-10-06,,,,,376,320,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,10,06oct1745,,,,,,,,,,,1745,,,,,,1745,1746,10619
GK020,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Grenadier,Albert Steenhoff,,Middelburgse Commercie Compagnie,1,,10620,Middelburg,,,,,,,,352,196,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,,10620
GK021,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Grenadier,Jan van Kerkhoven,,Middelburgse Commercie Compagnie,1,,10621,Middelburg,,,,,,,,289,273,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,,10621
GK022,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Groot Prooijen,Willem Jansen,,Middelburgse Commercie Compagnie,1,,10624,Middelburg,,,1742-02-20,,,,,225,196,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,2,20feb1742,,,,,,,,,,,1742,,,,,,1742,1743,10624
GK023,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Groot Prooijen,Gideon de Bonrepo,,Middelburgse Commercie Compagnie,1,,10625,Middelburg,,,1743-11-24,,,,,338,271,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,11,24nov1743,,,,,,,,,,,1743,,,,,,1743,1744,10625
GK024,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Groot Prooijen,Hendrik van Rien,,Middelburgse Commercie Compagnie,1,,10626,Middelburg,,,1747-10-27,,,,,328,261,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,10,27oct1747,,,,,,,,,,,1747,,,,,,1747,1748,10626
GK025,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Guinese Galei,Gideon de Bonrepo,,Middelburgse Commercie Compagnie,1,,10627,Middelburg,,,,,,,,246,201,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,,10627
GK026,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Haast U Langzaam,Jan Menkenveld,,Middelburgse Commercie Compagnie,1,,10659,Middelburg,,,,,,,,297,255,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,,10659
GK027,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Haast U Langzaam,Adriaan Chatelain,,Middelburgse Commercie Compagnie,1,,10660,Middelburg,,,1766-11-30,,,,1768-07-04,302,283,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",582,11,30nov1766,,,,,,,,,7,04jul1768,1766,,,,,1768,1766,1767,10660
GK028,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Haast U Langzaam,Adriaan Chatelain,,Middelburgse Commercie Compagnie,1,,10661,Middelburg,,,1769-01-05,,,,1770-06-26,327,320,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",537,1,05jan1769,,,,,,,,,6,26jun1770,1769,,,,,1770,1769,1770,10661
GK029,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Haast U Langzaam,Adriaan Chatelain,,Middelburgse Commercie Compagnie,1,,10662,Middelburg,,,,,,,1772-04-12,400,388,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,4,12apr1772,,,,,,1772,1772,1771,10662
GK030,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Haast U Langzaam,Jan van Sprang,,Middelburgse Commercie Compagnie,1,,10663,Middelburg,,,1772-10-22,,,,1774-04-05,329,313,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",530,10,22oct1772,,,,,,,,,4,05apr1774,1772,,,,,1774,1772,1773,10663
GK031,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Haast U Langzaam,Cornelis van Kakom,,Middelburgse Commercie Compagnie,1,,10664,Middelburg,,,,,,,,262,249,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,,10664
GK032,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Haast U Langzaam,Cornelis van Kakom,,Middelburgse Commercie Compagnie,1,,10665,Middelburg,,,1777-06-06,,,,1778-09-18,281,263,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",469,6,06jun1777,,,,,,,,,9,18sep1778,1777,,,,,1778,1777,1778,10665
GK033,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Haast U Langzaam,Cornelis van Kakom,,Middelburgse Commercie Compagnie,1,,10666,Middelburg,,,,,,,,,,1,yes,no,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,,10666
GK034,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Hof van Zeeland,Jan de Moor,,Middelburgse Commercie Compagnie,1,,10675,Middelburg,,,,,,,,318,268,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,,10675
GK035,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Jonge Willem,Johannes Noordhoek,,Middelburgse Commercie Compagnie,1,,10784,Middelburg,,,1769-10-02,,,,,118,116,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,10,02oct1769,,,,,,,,,,,1769,,,,,,1769,1770,10784
GK036,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Jonge Willem,Johannes Noordhoek,,Middelburgse Commercie Compagnie,1,,10785,Middelburg,,,1771-01-15,,,,,189,183,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,1,15jan1771,,,,,,,,,,,1771,,,,,,1771,1772,10785
GK037,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Jonge Willem,Johannes Noordhoek,,Middelburgse Commercie Compagnie,1,,10786,Middelburg,,,1772-04-14,,,,,108,107,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,4,14apr1772,,,,,,,,,,,1772,,,,,,1772,1773,10786
GK038,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Jonge Willem,Cornelis Loef,,Middelburgse Commercie Compagnie,1,,10787,Middelburg,,,1774-07-06,,,,,150,132,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,7,06jul1774,,,,,,,,,,,1774,,,,,,1774,1775,10787
GK039,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Jonge Willem,Cornelis Loef,,Middelburgse Commercie Compagnie,1,,10788,Middelburg,,,1778-04-25,,,,,203,197,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,4,25apr1778,,,,,,,,,,,1778,,,,,,1778,1779,10788
GK040,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Jonge Willem,Pieter Lagaaij,,Middelburgse Commercie Compagnie,1,,10789,Middelburg,,,1780-07-18,,,,,,,1,yes,no,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship taken by English.",,7,18jul1780,,,,,,,,,,,1780,,,,,,1780,1781,10789
GK041,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Mercurius,Maarten Stam,,Middelburgse Commercie Compagnie,1,,10858,Middelburg,,,,,,,,231,199,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,,10858
GK042,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Middelburgs Welvaren,Jan van Kerkhoven,,Middelburgse Commercie Compagnie,1,,10869,Middelburg,,,1752-08-19,,,,,270,217,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,8,19aug1752,,,,,,,,,,,1752,,,,,,1752,1753,10869
GK043,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Nieuwe Hoop,David Mulder,,Middelburgse Commercie Compagnie,1,,10905,Middelburg,,,1762-08-13,,,,1764-01-16,305,263,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",521,8,13aug1762,,,,,,,,,1,16jan1764,1762,,,,,1764,1762,1763,10905
GK044,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Nieuwe Hoop,David Mulder,,Middelburgse Commercie Compagnie,1,,10906,Middelburg,,,1764-05-26,,,,1766-02-19,351,338,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",634,5,26may1764,,,,,,,,,2,19feb1766,1764,,,,,1766,1764,1765,10906
GK045,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Nieuwe Hoop,Jacob Bouque,,Middelburgse Commercie Compagnie,1,,10907,Middelburg,,,1766-12-30,,,,1768-05-31,325,291,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",518,12,30dec1766,,,,,,,,,5,31may1768,1766,,,,,1768,1766,1767,10907
GK046,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Nieuwe Hoop,Jacob Bouque,,Middelburgse Commercie Compagnie,1,,10908,Middelburg,,,1768-08-28,,,,1769-12-16,262,249,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",475,8,28aug1768,,,,,,,,,12,16dec1769,1768,,,,,1769,1768,1769,10908
GK047,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Nieuwe Hoop,Jan Wilton,,Middelburgse Commercie Compagnie,1,,10909,Middelburg,,,1770-04-13,,,,1771-09-05,260,237,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",510,4,13apr1770,,,,,,,,,9,05sep1771,1770,,,,,1771,1770,1771,10909
GK048,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Nieuwe Hoop,Jan Wilton,,Middelburgse Commercie Compagnie,1,,10910,Middelburg,,,1772-07-03,,,,1774-06-14,214,177,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",711,7,03jul1772,,,,,,,,,6,14jun1774,1772,,,,,1774,1772,1773,10910
GK049,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Nieuwe Hoop,Jan Wilton,,Middelburgse Commercie Compagnie,1,,10911,Middelburg,,,1775-07-28,,,,1777-06-02,258,229,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",675,7,28jul1775,,,,,,,,,6,02jun1777,1775,,,,,1777,1775,1776,10911
GK050,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Nieuwe Hoop,Robert Goodwill,,Middelburgse Commercie Compagnie,1,,10912,Middelburg,,,1779-03-25,,,,1780-05-21,298,282,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",423,3,25mar1779,,,,,,,,,5,21may1780,1779,,,,,1780,1779,1780,10912
GK051,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Nieuwe Hoop,Cornelis Loef,,Middelburgse Commercie Compagnie,1,,10913,Middelburg,,,1783-10-12,,,,1785-07-25,215,202,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship sold in Essequebo after being deemed unseaworthy.",652,10,12oct1783,,,,,,,,,7,25jul1785,1783,,,,,1785,1783,1784,10913
GK052,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Philadelphia,Jan Menkenveld,,Middelburgse Commercie Compagnie,1,,10936,Middelburg,,,1752-11-18,,,,1754-06-04,230,215,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",563,11,18nov1752,,,,,,,,,6,04jun1754,1752,,,,,1754,1752,1753,10936
GK053,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Philadelphia,Jan Menkenveld,,Middelburgse Commercie Compagnie,1,,10937,Middelburg,,,1754-09-21,,,,1755-12-21,261,243,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",456,9,21sep1754,,,,,,,,,12,21dec1755,1754,,,,,1755,1754,1755,10937
GK054,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Philadelphia,Jan Menkenveld,,Middelburgse Commercie Compagnie,1,,10938,Middelburg,,,1756-09-07,,,,1757-10-12,308,286,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",400,9,07sep1756,,,,,,,,,10,12oct1757,1756,,,,,1757,1756,1757,10938
