ventureid,data,YEARDEP,YEARAF,SLAXIMP,SLAMIMP,length_in_days,numberofvoyages,DATEDEP,DATEDEP1,DATEDEP2,DATEDEP3,DATEDEP4,DATEDEP5,DATEDEP6,DATEDEP7,DATEEND,DATEEND1,DATEEND2,DATEEND3,DATEEND4,DATEEND5,DATEEND6,DATEEND7,crowd,TONMOD,VYMRTRAT,FATEcol,typeofventure,retranscriber,perspectiveofsource,nationality,source,dateofprimarysource_str,nameoftheship,nameofthecaptain,nameofinvestor,nameofoutfitter,internalcrossref,voyageidintstd,placeofoutfitting,placeofpurchase,placeofdisembarkation,datedepartureportofoutfitt_str,datetradebeganinafrica_str,dateofdeparturefromafrica_str,datevesselarrivedwithenslave_str,datereturnportofoutfitting_str,numberofenslavedpurchased,numberofenslavedsold,shareoftheship,completedataonoutlays,completedataonreturns,profitsreportedinsource,variousremarks,departurefromportofoutfitt,dateofdeparturefromportofoutfitt,primarysource,dateofprimarysource,tradebeganinafrica,datetradebeganinafrica,departurefromafrica,dateofdeparturefromafrica,vesselarrivedwithenslave,datevesselarrivedwithenslave,returntoportofoutfitting,dateofreturntoportofoutfitting,yearofdeparturefromportofoutfit,yearofprimarysource,yeartradebeganinafrica,yearofdeparturefromafrica,yearvesselarrivedwithslaves,yearofreturntoportofoutfitting,yearmin,YEARAF_own,VOYAGEID,nationality_num,ln_SLAXIMP,MORTALITY,period,expenditure,discount,return,costonreturn,totalgrossexp,totaldisc,totalgrossreturn,totalcostonreturn,totalnetexp,totalnetreturn,profit
GD123,2,1769,1770,390,325,,1,05/02/1769,-6016809828352,,,,,,,,,,,,,,,1.5336217,254.3,.16666667,,Voyage,Judith Jacquinot,Captain,French,"Rinchon (1964), p.223-290",,Le Pompée,,,,,30911,,,,,,,,,,,1,yes,yes,,"Vessel totally dilapilated. It won’t have the right to come back to France, from Le Cap Français.",,,,,,,,,,,,,,,,,,,,,30911,French,5.9661469,.16666667,1751-1775,11757.713,0,,0,344488.19,0,240020.78,652.75,344488.19,239368.03,-.30514881
GD124,2,1773,1774,393,347,566,1,12/07/1773,-5871657549824,,,,,,,06/26/1775,-5822755110912,,,,,,,2.6199999,150,.11704835,Voyage completed as intended,Voyage,Judith Jacquinot,Captain,French,"Rinchon (1964), p. 295-331",,Le Duc de Laval,,,,,32283,,,,,,,,,,,1,yes,yes,,,,,,,,,,,,,,,,,,,,,,,32283,French,5.9738097,.11704835,1751-1775,16200,0,,0,326080.5,0,233389.91,197978.55,326080.5,35411.359,-.89140302
GD126,2,1771,1772,571,560,409,1,06/08/1771,-5950540873728,,,,,,,07/21/1772,-5915203338240,,,,,,,1.7339811,329.3,.019264448,Voyage completed as intended,Voyage,Judith Jacquinot,Investor,French,Mc Watters Investment returns and la traite négrière (2008) (aussi évoqué dans Rinchon (1956) p. 52-57 ,,Saint Jean-Baptiste,,,De Guer,GD005/GD126,30948,,,,1771-08-06,1771-08-20,1772-01-06,1772-02-25,1772-07-11,571,560,1,yes,yes,,"Computation by the owner, but does not include commission. IRR in the source : 13.69 %",8,06aug1771,,,8,20aug1771,1,06jan1772,2,25feb1772,7,11jul1772,1771,,1771,1772,1772,1772,1771,1771,30948,French,6.3473892,.019264448,1751-1775,112596.05,0,,0,112596.05,0,303168.31,64509.551,112596.05,238658.77,1.1196016
GD127,2,1773,1774,462,436,317,1,11/19/1773,-5873212588032,,,,,,,10/02/1774,-5845823782912,,,,,,,2.0999999,220,.056277055,Voyage completed as intended,Voyage,Judith Jacquinot,Investor,French,Mc Watters Investment returns and la traite négrière (2008),,Saint Jean-Baptiste,,,De Guer,GD050/GD128,31000,,,,1773-11-19,1774-01-29,1774-05-02,1774-06-18,1774-10-02,,,1,yes,yes,,"Computation by the owner, but does not include commission. IRR in the source : 18.99 %",11,19nov1773,,,1,29jan1774,5,02may1774,6,18jun1774,10,02oct1774,1773,,1774,1774,1774,1774,1773,1774,31000,French,6.1355648,.056277055,1751-1775,104687.01,0,,0,104687.01,0,162727.2,14554,104687.01,148173.2,.41539249
GD128,2,1775,1775,435,434,426,1,05/01/1775,-5827593764864,,,,,,,06/30/1776,-5790787174400,,,,,,,1.9772727,220,.0022988506,Voyage completed as intended,Voyage,Judith Jacquinot,Investor,French,Mc Watters Investment returns and la traite négrière (2008),,Saint Jean-Baptiste,,,De Guer,GD051/GD127,31026,,,,1775-05-01,1775-09-15,1775-12-11,1776-02-08,1776-06-30,,,1,yes,yes,,"Computation by the owner, but does not include commission. IRR in the source : 2.8 %",5,01may1775,,,9,15sep1775,12,11dec1775,2,08feb1776,6,30jun1776,1775,,1775,1775,1776,1776,1775,1775,31026,French,6.075346,.0022988506,1751-1775,99905.852,0,,0,99905.852,0,126514.66,0,99905.852,126514.66,.2663388
GD141,2,1815,1817,519,507,924,1,04/01/1815,-4567968251904,,,,,,,10/11/1817,-4488134393856,,,,,,,1.647619,315,.023121387,Voyage completed as intended,Ship,Guillaume Daudin,Investor,French,Saugera (1989),1814,Le Cultivateur,Basilic Leray and ,,Rossel,GD141/GD142,34009,Nantes,Bonny,Fort de France (ou Fort Royal) Martinique,1815-04-01,1816-05-06,1816-08-21,1816-09-29,1817-08-27,525,492,.0165,yes,yes,yes,"This is the account given by the captain to a sub-investor. The ship first went to Africa, was captured by the British and sent to Plymouth. It was then freed and went back to Africa, then Martinique and Nantes. Quickly after, he departed again in a direct voyage to get more sugar and arrived back to Nantes in 1817",4,01apr1815,,01jul1814,5,06may1816,8,21aug1816,9,29sep1816,8,27aug1817,1815,1814,1816,1816,1816,1817,1815,1816,34009,French,6.251904,.023121387,post-1800,5000,0,,0,5754.6201,0,8750,0,5754.6201,8750,.52051741
GD155,1,1786,1787,260.33334,237,447,3,05/29/1786,-5478018973696,-5478018973696,-5482252599296,,,,,09/18/1787,-5436806266880,-5448816132096,-5436806266880,,,,,,,.089628719,Original goal thwarted after disembarking enslaved people,Ship,Guillaume Daudin,Investor,French,"Meyer (1969), p. 406-407, 432",1786,"Le Bailli de Suffren, La Fine, Le Passe-Partout",Barbier/Barbier/Barbier,Bertrand de Cœuvre,Desclos Le Perley freres/Desclos Le Perley freres/Desclos Le Perley freres,GD30/GD075/GD076/GD077/GD155,31188 / 31189 / 31184,,Côte d’Angola/Côte d’Angola/Côte d’Angola,,,,,,,,,.0833333333333333,yes,with estimates,,"Only the first voyage is a slave one (three ships, though, so 3 voyages) Contradictory informations about the captain’s names. Due to the multiplicity of vessels and ships, complicated to deal with some data, as the value of the ship ; various share of the ship for several ventures. We have both a compte de désarmement and the « répartitions ». To prevent double counting, I classify the compte de désarmement as « Transactions during the voyage ».",,,,01jul1786,,,,,,,,,,1786,,,,,,1786,31188 / 31189 / 31184,French,5.5619631,.089628719,1776-1800,29043.789,0,,0,82244.023,0,103829.97,0,82244.023,103829.97,.26246217
GD157,1,1787,1788,349,318,,1,,,,,,,,,,,,,,,,,,,.088825218,Unspecified/unknown,Ship,Guillaume Daudin,Investor,French,Marzagalli (2017) et AM Bordeaux 1_S_3  – p. 29 & 40,1789,Manette,"Cousse, Jacques",,"Castaing, Pierre",,31720,Bordeaux,Angola,Cap-Français,1787-12-27,,,,1789-04-04,,,1,yes,with estimates,,,12,27dec1787,,01jul1789,,,,,,,4,04apr1789,1787,1789,,,,1789,1787,1788,31720,French,5.855072,.088825218,1776-1800,20000,0,,0,244149,14160,350796.5,52876.75,229989,297919.75,.29536521
GD158,1,1788,1789,220,200,,1,09/01/1788,-5406652891136,,,,,,,,,,,,,,,,,.090909094,Unspecified/unknown,Ship,Guillaume Daudin,Investor,French,Marzagalli (2017) et AM Bordeaux 1_S_3  – p. 35 & 43,1790,Joujou,"Salomon, Jacques",,"Castaing, Pierre",,31735,Bordeaux,Angola,Cap-Français,1788-09-08,,,,1790-01,,,1,yes,with estimates,,,9,08sep1788,,01jul1790,,,,,,,1,01jan1790,1788,1790,,,,1790,1788,1789,31735,French,5.3936276,.090909094,1776-1800,12000,0,,0,131500,7880,185989.45,29417.85,123620,156571.61,.26655564
GD159,1,1790,1790,410,373,,1,02/10/1790,-5361120051200,,,,,,,,,,,,,,,,,.090243906,Unspecified/unknown,Ship,Guillaume Daudin,Investor,French,Marzagalli (2017) et AM Bordeaux 1_S_3  – p. 47 & 57,1791,Manette,"Cousse, Jacques",,"Castaing, Pierre",,31781,Bordeaux,Angola,Cap-Français,1790-02-17,,,,1791-05-18,,,1,yes,with estimates,,,2,17feb1790,,01jul1791,,,,,,,5,18may1791,1790,1791,,,,1791,1790,1791,31781,French,6.0161572,.090243906,1776-1800,35400,0,,0,333321.66,15360,352901.69,47146.711,317961.66,305754.97,-.038390439
GK001,2,1771,1772,318,314,503,1,12/05/1771,-5934988918784,,,,,,,04/21/1773,-5891529637888,,,,,,,.81958765,388,.012578616,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Aurora,Johannes Bakker,,Middelburgse Commercie Compagnie,,10444,Middelburg,,,1771-12-05,,,,1773-04-21,318,312,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",12,05dec1771,,,,,,,,,4,21apr1773,1771,,,,,1773,1771,1772,10444,Dutch,5.7620516,.012578616,1751-1775,30000,0,,0,113277,0,124062,12217,113277,111845,-.012641578
GK002,2,1774,1774,313,310,609,1,01/11/1774,-5868633456640,,,,,,,09/12/1775,-5816015912960,,,,,,,.71152532,439.9,.0095846644,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Aurora,Johannes Bakker,,Middelburgse Commercie Compagnie,,10445,Middelburg,,,1774-01-11,,,,1775-09-11,319,309,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",1,11jan1774,,,,,,,,,9,11sep1775,1774,,,,,1775,1774,1775,10445,Dutch,5.7462034,.0095846644,1751-1775,27000,0,,0,112018,0,128940,16690,112018,112250,.0020710956
GK003,2,1776,1776,260,249,365,1,06/01/1776,-5793292746752,,,,,,,06/01/1777,-5761756823552,,,,,,,.59104341,439.9,.042307694,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Aurora,Olphert Machielsen,,Middelburgse Commercie Compagnie,,10446,Middelburg,,,1776-06-01,,,,1777-06-02,260,249,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",6,01jun1776,,,,,,,,,6,02jun1777,1776,,,,,1777,1776,1777,10446,Dutch,5.5606818,.042307694,1776-1800,24000,0,,0,103678,0,106889,12054,103678,94835,-.085292928
GK004,2,1779,1779,325,283,512,1,01/03/1779,-5711558344704,,,,,,,05/29/1780,-5667321544704,,,,,,,.73880428,439.9,.12923077,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Aurora,Johannes Gargon,,Middelburgse Commercie Compagnie,,10447,Middelburg,,,1779-01-03,,,,1780-05-29,325,283,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",1,03jan1779,,,,,,,,,5,29may1780,1779,,,,,1780,1779,1780,10447,Dutch,5.7838254,.12923077,1776-1800,20400,0,,0,102777,0,113918,14928,102777,98990,-.036846764
GK005,2,1791,1792,223,202,812,1,06/16/1791,-5318697811968,,,,,,,09/05/1793,-5248540737536,,,,,,,,,.094170406,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Brandenburg,Alexander Gerritsen,,Middelburgse Commercie Compagnie,,10463,Middelburg,,,1791-06-16,,,,,226,202,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",6,16jun1791,,,,,,,,,,,1791,,,,,,1791,1792,10463,Dutch,5.4071717,.094170406,1776-1800,42000,0,,0,121685,0,143573,21640,121685,121933,.002038049
GK006,2,1755,1756,228,212,400,1,09/17/1755,-6446735949824,,,,,,,10/21/1756,-6412175933440,,,,,,,.93442625,244,.070175439,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Drie Gezusters,Maarten Stam,,Middelburgse Commercie Compagnie,,10527,Middelburg,,,1755-08-13,,,,1756-10-22,234,211,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",8,13aug1755,,,,,,,,,10,22oct1756,1755,,,,,1756,1755,1756,10527,Dutch,5.4293456,.070175439,1751-1775,15000,0,,0,66478,0,68393,8995,66478,59398,-.1065014
GK007,2,1757,1758,405,402,863,1,06/24/1757,-6390921822208,,,,,,,11/04/1759,-6316358631424,,,,,,,1.6598361,244,.0074074073,,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Drie Gezusters,Hendrik Santleven,,Middelburgse Commercie Compagnie,,10528,Middelburg,,,1757-06-24,,,,1759-11-02,405,391,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",6,24jun1757,,,,,,,,,11,02nov1759,1757,,,,,1759,1757,1758,10528,Dutch,6.0038872,.0074074073,1751-1775,12000,0,,0,65457,0,97426,31557,65457,65869,.0062942086
GK008,2,1761,1762,319,298,540,1,10/02/1761,-6256051355648,,,,,,,03/26/1763,-6209394966528,,,,,,,,,.065830722,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Eenigheid,Jan Menkenveld,,Middelburgse Commercie Compagnie,,10542,Middelburg,,,1761-10-01,,,,,326,293,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",10,01oct1761,,,,,,,,,,,1761,,,,,,1761,1762,10542,Dutch,5.7651911,.065830722,1751-1775,25853,0,,0,70871,0,99127,14935,70871,84192,.18796122
GK009,2,1763,1764,203,193,719,1,08/14/1763,-6197212610560,,,,,,,08/02/1765,-6135091298304,,,,,,,.5702247,356,.049261082,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Eenigheid,Daniel Pruijmelaar,,Middelburgse Commercie Compagnie,,10543,Middelburg,,,1763-08-15,,,,1765-08-08,256,189,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",8,15aug1763,,,,,,,,,8,08aug1765,1763,,,,,1765,1763,1764,10543,Dutch,5.3132062,.049261082,1751-1775,9000,0,,0,67077,0,74864,16826,67077,58038,-.13475558
GK010,2,1766,1767,315,266,637,1,02/08/1766,-6118675316736,,,,,,,11/07/1767,-6063638183936,,,,,,,.88483149,356,.15555556,Original goal thwarted after disembarking enslaved people,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Eenigheid,Willem de Molder,,Middelburgse Commercie Compagnie,,10544,Middelburg,,,,,,,,314,252,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,10544,Dutch,5.7525725,.15555556,1751-1775,10440,0,,0,80097,0,76521,7875,80097,68646,-.14296415
GK011,2,1767,1768,260,225,552,1,11/23/1767,-6062256160768,,,,,,,05/28/1769,-6014563254272,,,,,,,.60747665,428,.13461539,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Geertruida & Christina,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,,10587,Middelburg,,,1767-11-23,,,,1769-05-28,261,225,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",11,23nov1767,,,,,,,,,5,28may1769,1767,,,,,1769,1767,1768,10587,Dutch,5.5606818,.13461539,1751-1775,33000,0,,0,111147,0,133145.5,16530,111147,116615.5,.049200609
GK012,2,1769,1770,321,300,483,1,12/29/1769,-5995987206144,,,,,,,04/26/1771,-5954255978496,,,,,,,.75,428,.065420561,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Geertruida & Christina,Johannes Bakker,,Middelburgse Commercie Compagnie,,10588,Middelburg,,,1769-12-28,,,,1771-04-26,321,283,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",12,28dec1769,,,,,,,,,4,26apr1771,1769,,,,,1771,1769,1770,10588,Dutch,5.771441,.065420561,1751-1775,30000,0,,0,110908,0,124314.5,12663,110908,111651.5,.0067037544
GK013,2,1771,1772,269,250,632,1,08/23/1771,-5943974166528,,,,,,,05/16/1773,-5889369571328,,,,,,,.62850469,428,.070631973,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Geertruida & Christina,Willem Dreijber,,Middelburgse Commercie Compagnie,,10589,Middelburg,,,1771-08-23,,,,1773-05-19,289,229,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",8,23aug1771,,,,,,,,,5,19may1773,1771,,,,,1773,1771,1772,10589,Dutch,5.5947113,.070631973,1751-1775,27000,0,,0,107818,0,93494,17536,107818,75958,-.29549798
GK014,2,1774,1775,335,286,654,1,05/09/1774,-5858438152192,,,,,,,02/22/1776,-5801933012992,,,,,,,.6922918,483.9,.14626865,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Geertruida & Christina,Johannes Noordhoek,,Middelburgse Commercie Compagnie,,10590,Middelburg,,,1774-05-09,,,,1776-02-23,345,272,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",5,09may1774,,,,,,,,,2,23feb1776,1774,,,,,1776,1774,1775,10590,Dutch,5.8141303,.14626865,1751-1775,24000,0,,0,122877,0,141308,21743,122877,119565,-.026953783
GK015,2,1776,1777,303,298,551,1,11/26/1776,-5777913806848,,,,,,,05/31/1778,-5730307407872,,,,,,,.62616241,483.9,.01650165,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Geertruida & Christina,Johannes Bakker,,Middelburgse Commercie Compagnie,,10591,Middelburg,,,1776-11-26,,,,1778-06-06,304,293,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",11,26nov1776,,,,,,,,,6,06jun1778,1776,,,,,1778,1776,1777,10591,Dutch,5.7137327,.01650165,1776-1800,21000,0,,0,107517,0,136056,20151,107517,115905,.078015573
GK016,2,1783,1785,242,155,,1,08/21/1783,-5565456056320,,,,,,,,,,,,,,,.50010335,483.9,.35950413,Original goal thwarted after disembarking enslaved people,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Geertruida & Christina,Cornelis van Kakom,,Middelburgse Commercie Compagnie,,10592,Middelburg,,,1782-08-21,,,,,276,145,1,yes,yes,,"Voyages ended in Suriname due to bad condition of ship. Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",8,21aug1782,,,,,,,,,,,1782,,,,,,1782,1783,10592,Dutch,5.4889379,.35950413,1776-1800,18000,0,,0,102598,0,74696,18929,102598,55767,-.45645139
GK017,2,1741,1742,219,207,499,1,06/09/1741,-6897139187712,,,,,,,10/21/1742,-6854025412608,,,,,,,.80514705,272,.05479452,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Grenadier,Jan van der Loo,,Middelburgse Commercie Compagnie,,10617,Middelburg,,,1741-06-09,,,,,236,207,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",6,09jun1741,,,,,,,,,,,1741,,,,,,1741,1742,10617,Dutch,5.3890719,.05479452,pre-1750,12000,0,,0,60417,0,64213,12616,60417,51597,-.14598539
GK018,2,1743,1743,298,289,456,1,03/01/1743,-6842707083264,,,,,,,05/30/1744,-6803308937216,,,,,,,1.0955882,272,.030201342,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Grenadier,Jan van der Loo,,Middelburgse Commercie Compagnie,,10618,Middelburg,,,1743-03-01,,,,1744-05-30,304,288,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",3,01mar1743,,,,,,,,,5,30may1744,1743,,,,,1744,1743,1744,10618,Dutch,5.6970935,.030201342,pre-1750,9000,0,,0,52858,0,94852,20305,52858,74547,.41032577
GK019,2,1745,1746,376,322,669,1,06/10/1745,-6770822479872,,,,,,,04/10/1747,-6713020776448,,,,,,,1.3823529,272,.14361702,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Grenadier,Roelof Jansen,,Middelburgse Commercie Compagnie,,10619,Middelburg,,,1745-10-06,,,,,376,320,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",10,06oct1745,,,,,,,,,,,1745,,,,,,1745,1746,10619,Dutch,5.9295893,.14361702,pre-1750,6000,0,,0,61936,0,98588,10784,61936,87804,.41765693
GK020,2,1748,1749,270,212,658,1,08/17/1748,-6670253031424,,,,,,,06/06/1750,-6613401337856,,,,,,,1.0887097,248,.21481481,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Grenadier,Albert Steenhoff,,Middelburgse Commercie Compagnie,,10620,Middelburg,,,,,,,,352,196,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,10620,Dutch,5.5984221,.21481481,pre-1750,2400,0,,0,61941,0,34808.5,11940,61941,22868.5,-.63080192
GK021,2,1751,1751,289,273,492,1,01/03/1751,-6595171319808,,,,,,,05/09/1752,-6552662573056,,,,,,,1.0625,272,.055363324,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Grenadier,Jan van Kerkhoven,,Middelburgse Commercie Compagnie,,10621,Middelburg,,,,,,,,289,273,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,10621,Dutch,5.6664267,.055363324,1751-1775,4800,0,,0,52120,0,71728,11747,52120,59981,.15082502
GK022,2,1742,1742,225,196,471,1,02/20/1742,-6875021049856,,,,,,,06/06/1743,-6834326339584,,,,,,,.8272059,272,.12888889,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Groot Prooijen,Willem Jansen,,Middelburgse Commercie Compagnie,,10624,Middelburg,,,1742-02-20,,,,,225,196,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",2,20feb1742,,,,,,,,,,,1742,,,,,,1742,1743,10624,Dutch,5.4161005,.12888889,pre-1750,12000,0,,0,60838,0,66438,12540,60838,53898,-.11407344
GK023,2,1743,1744,338,271,555,1,11/24/1743,-6819551903744,,,,,,,06/01/1745,-6771599998976,,,,,,,1.2426471,272,.19822486,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Groot Prooijen,Gideon de Bonrepo,,Middelburgse Commercie Compagnie,,10625,Middelburg,,,1743-11-24,,,,,338,271,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",11,24nov1743,,,,,,,,,,,1743,,,,,,1743,1744,10625,Dutch,5.8230457,.19822486,pre-1750,10000,0,,0,54838,0,59643,11599,54838,48044,-.12389219
GK024,2,1747,1748,328,294,477,1,10/27/1747,-6695740768256,,,,,,,02/15/1749,-6654528061440,,,,,,,1.2058823,272,.10365853,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Groot Prooijen,Hendrik van Rien,,Middelburgse Commercie Compagnie,,10626,Middelburg,,,1747-10-27,,,,,328,261,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",10,27oct1747,,,,,,,,,,,1747,,,,,,1747,1748,10626,Dutch,5.7930136,.10365853,pre-1750,7200,0,,0,53008,0,62576,10106,53008,52470,-.010149412
GK025,2,1740,1741,246,206,545,1,07/20/1740,-6925133021184,,,,,,,01/16/1742,-6878044618752,,,,,,,1.1826923,208,.16260162,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Guinese Galei,Gideon de Bonrepo,,Middelburgse Commercie Compagnie,,10627,Middelburg,,,,,,,,246,201,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,10627,Dutch,5.5053315,.16260162,pre-1750,6600,0,,0,56067,0,58008,9498,56067,48510,-.13478516
GK026,2,1764,1765,273,257,591,1,07/30/1764,-6166886219776,,,,,,,03/13/1766,-6115824238592,,,,,,,.68939394,396,.058608059,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Haast U Langzaam,Jan Menkenveld,,Middelburgse Commercie Compagnie,,10659,Middelburg,,,,,,,,297,255,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,10659,Dutch,5.6094718,.058608059,1751-1775,33000,0,,0,98368,0,103721,11732,98368,91989,-.064848326
GK027,2,1766,1767,304,301,589,1,11/30/1766,-6093187055616,,,,,,,07/11/1768,-6042297565184,,,,,,,.76767677,396,.0098684207,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Haast U Langzaam,Adriaan Chatelain,,Middelburgse Commercie Compagnie,,10660,Middelburg,,,1766-11-30,,,,1768-07-04,302,283,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",11,30nov1766,,,,,,,,,7,04jul1768,1766,,,,,1768,1766,1767,10660,Dutch,5.7170277,.0098684207,1751-1775,30000,0,,0,111926,0,117224,17526,111926,99698,-.10925075
